Rank,Title,Artist(s),Artists Separately
63,"""Touch Me, Tease Me""",Case featuring Foxy Brown,Case;Foxy Brown
64,"""Tonite's tha Night""",Kris Kross,Kris Kross
65,"""Children""",Robert Miles,Robert Miles
66,"""Theme from Mission: Impossible""",Adam Clayton and Larry Mullen,Adam Clayton;Larry Mullen
67,"""Closer to Free""",BoDeans,BoDeans
68,"""Just a Girl""",No Doubt,No Doubt
69,"""If Your Girl Only Knew""",Aaliyah,Aaliyah
70,"""Lady""",D'Angelo,D'Angelo
71,"""Key West Intermezzo (I Saw You First)""",John Mellencamp,John Mellencamp
72,"""Pony""",Ginuwine,Ginuwine
73,"""Nobody""",Keith Sweat featuring Athena Cage,Keith Sweat;Athena Cage
74,"""Old Man & Me (When I Get to Heaven)""",Hootie & the Blowfish,Hootie & the Blowfish
75,"""If It Makes You Happy""",Sheryl Crow,Sheryl Crow
76,"""As I Lay Me Down""",Sophie B. Hawkins,Sophie B. Hawkins
77,"""Keep On, Keepin' On""",MC Lyte featuring Xscape,MC Lyte;Xscape
78,"""Jealousy""",Natalie Merchant,Natalie Merchant
79,"""I Want to Come Over""",Melissa Etheridge,Melissa Etheridge
80,"""Who Do U Love""",Deborah Cox,Deborah Cox
81,"""Un-Break My Heart""",Toni Braxton,Toni Braxton
82,"""This Is Your Night""",Amber,Amber
83,"""You Remind Me of Something""",R. Kelly,R. Kelly
84,"""Runaway""",Janet Jackson,Janet Jackson
85,"""Set U Free""",Planet Soul,Planet Soul
86,"""Hit Me Off""",New Edition,New Edition
87,"""No One Else""",Total,Total
88,"""My Boo""",Ghost Town DJ's,Ghost Town DJ's
89,"""Get Money""",Junior M.A.F.I.A. featuring The Notorious B.I.G.,Junior M.A.F.I.A.;The Notorious B.I.G.
90,"""That Girl""",Maxi Priest featuring Shaggy,Maxi Priest;Shaggy
91,"""Po Pimp""",Do or Die featuring Twista,Do or Die;Twista
92,"""Until It Sleeps""",Metallica,Metallica
93,"""Hay""",Crucial Conflict,Crucial Conflict
94,"""Beautiful Life""",Ace of Base,Ace of Base
95,"""Back for Good""",Take That,Take That
96,"""I Got Id"" / ""Long Road""",Pearl Jam,Pearl Jam
97,"""Soon as I Get Home""",Faith Evans,Faith Evans
98,"""Macarena""",Los del Río,Los del Río
99,"""Only Wanna Be with You""",Hootie & the Blowfish,Hootie & the Blowfish
100,"""Don't Cry""",Seal,Seal
