Rank,Title,Artist(s),Artists Separately
32,"""Toosie Slide""",Drake,Drake
33,"""Break My Heart""",Dua Lipa,Dua Lipa
34,"""Chasin' You""",Morgan Wallen,Morgan Wallen
35,"""Savage Love (Laxed – Siren Beat)""",Jawsh 685 and Jason Derulo,Jawsh 685;Jason Derulo
36,"""No Guidance""",Chris Brown featuring Drake,Chris Brown;Drake
37,"""My Oh My""",Camila Cabello featuring DaBaby,Camila Cabello;DaBaby
38,"""Dynamite""",BTS,BTS
39,"""Go Crazy""",Chris Brown and Young Thug,Chris Brown;Young Thug
40,"""High Fashion""",Roddy Ricch featuring Mustard,Roddy Ricch;Mustard
41,"""Laugh Now Cry Later""",Drake featuring Lil Durk,Drake;Lil Durk
42,"""Woah""",Lil Baby,Lil Baby
43,"""Death Bed""",Powfu featuring Beabadoobee,Powfu;Beabadoobee
44,"""Señorita""",Shawn Mendes and Camila Cabello,Shawn Mendes;Camila Cabello
45,"""Highest in the Room""",Travis Scott,Travis Scott
46,"""Bad Guy""",Billie Eilish,Billie Eilish
47,"""Mood""",24kGoldn featuring Iann Dior,24kGoldn;Iann Dior
48,"""Rain on Me""",Lady Gaga and Ariana Grande,Lady Gaga;Ariana Grande
49,"""For the Night""",Pop Smoke featuring Lil Baby and DaBaby,Pop Smoke;Lil Baby;DaBaby
50,"""Ritmo (Bad Boys for Life)""",Black Eyed Peas and J Balvin,Black Eyed Peas;J Balvin
51,"""Heart on Ice""",Rod Wave,Rod Wave
52,"""Nobody but You""",Blake Shelton and Gwen Stefani,Blake Shelton;Gwen Stefani
53,"""Trampoline""",Shaed,Shaed
54,"""Come & Go""",Juice Wrld and Marshmello,Juice Wrld;Marshmello
55,"""Truth Hurts""",Lizzo,Lizzo
56,"""If the World Was Ending""",JP Saxe featuring Julia Michaels,JP Saxe;Julia Michaels
57,"""We Paid""",Lil Baby and 42 Dugg,Lil Baby;42 Dugg
58,"""Yummy""",Justin Bieber,Justin Bieber
59,"""One Man Band""",Old Dominion,Old Dominion
60,"""Got What I Got""",Jason Aldean,Jason Aldean
61,"""Sunday Best""",Surfaces,Surfaces
62,"""Godzilla""",Eminem featuring Juice Wrld,Eminem;Juice Wrld
63,"""Bandit""",Juice Wrld and YoungBoy Never Broke Again,Juice Wrld;YoungBoy Never Broke Again
64,"""Party Girl""",StaySolidRocky,StaySolidRocky
65,"""Die from a Broken Heart""",Maddie & Tae,Maddie & Tae
66,"""Popstar""",DJ Khaled featuring Drake,DJ Khaled;Drake
67,"""All I Want for Christmas Is You""",Mariah Carey,Mariah Carey
68,"""One of Them Girls""",Lee Brice,Lee Brice
69,"""Hard to Forget""",Sam Hunt,Sam Hunt
70,"""One Margarita""",Luke Bryan,Luke Bryan
71,"""Panini""",Lil Nas X,Lil Nas X
72,"""Hot""",Young Thug featuring Gunna,Young Thug;Gunna
73,"""I Hope You're Happy Now""",Carly Pearce and Lee Brice,Carly Pearce;Lee Brice
74,"""Emotionally Scarred""",Lil Baby,Lil Baby
75,"""Suicidal""",YNW Melly featuring Juice Wrld,YNW Melly;Juice Wrld
76,"""The Bigger Picture""",Lil Baby,Lil Baby
77,"""Only Human""",Jonas Brothers,Jonas Brothers
78,"""The Woo""",Pop Smoke featuring 50 Cent and Roddy Ricch,Pop Smoke;50 Cent;Roddy Ricch
79,"""Sum 2 Prove""",Lil Baby,Lil Baby
80,"""Stuck with U""",Ariana Grande and Justin Bieber,Ariana Grande;Justin Bieber
81,"""Mood Swings""",Pop Smoke featuring Lil Tjay,Pop Smoke;Lil Tjay
82,"""You Should Be Sad""",Halsey,Halsey
83,"""Dior""",Pop Smoke,Pop Smoke
84,"""Supalonely""",Benee featuring Gus Dapperton,Benee;Gus Dapperton
85,"""Even Though I'm Leaving""",Luke Combs,Luke Combs
86,"""The Scotts""",The Scotts (Travis Scott and Kid Cudi),Travis Scott;Kid Cudi
87,"""Juicy""",Doja Cat and Tyga,Doja Cat;Tyga
88,"""Be Like That""","Kane Brown, Swae Lee and Khalid",Kane Brown;Swae Lee;Khalid
89,"""Homesick""",Kane Brown,Kane Brown
90,"""Rags2Riches""",Rod Wave featuring ATR Son Son,Rod Wave
91,"""Bluebird""",Miranda Lambert,Miranda Lambert
92,"""Wishing Well""",Juice Wrld,Juice Wrld
93,"""Does to Me""",Luke Combs featuring Eric Church,Luke Combs;Eric Church
94,"""Pussy Fairy (OTW)""",Jhené Aiko,Jhené Aiko
95,"""ILY (I Love You Baby)""",Surf Mesa featuring Emilee,Surf Mesa
96,"""More Than My Hometown""",Morgan Wallen,Morgan Wallen
97,"""Lovin' on You""",Luke Combs,Luke Combs
98,"""Said Sum""",Moneybagg Yo,Moneybagg Yo
99,"""Slide""",H.E.R. featuring YG,H.E.R.;YG
100,"""Walk Em Down""",NLE Choppa featuring Roddy Ricch,NLE Choppa;Roddy Ricch
