Rank,Title,Artist(s),Artists Separately
55,"""I Wanna Be Around""",Tony Bennett,Tony Bennett
56,"""You've Really Got a Hold on Me""",The Miracles,The Miracles
57,"""Sally Go 'Round the Roses""",The Jaynetts,The Jaynetts
58,"""(You're the) Devil in Disguise""",Elvis Presley,Elvis Presley
59,"""Those Lazy-Hazy-Crazy Days of Summer""",Nat King Cole,Nat King Cole
60,"""Baby Workout""",Jackie Wilson,Jackie Wilson
61,"""Pride and Joy""",Marvin Gaye,Marvin Gaye
62,"""Deep Purple""",Nino Tempo & April Stevens,Nino Tempo & April Stevens
63,"""From a Jack to a King""",Ned Miller,Ned Miller
64,"""Up on the Roof""",The Drifters,The Drifters
65,"""What Will Mary Say""",Johnny Mathis,Johnny Mathis
66,"""Mama Didn't Lie""",Jan Bradley,Jan Bradley
67,"""The Night Has a Thousand Eyes""",Bobby Vee,Bobby Vee
68,"""Don't Say Nothin' Bad (About My Baby)""",The Cookies,The Cookies
69,"""Ring of Fire""",Johnny Cash,Johnny Cash
70,"""Just One Look""",Doris Troy,Doris Troy
71,"""Hello Muddah, Hello Fadduh (A Letter from Camp)""",Allan Sherman,Allan Sherman
72,"""Judy's Turn to Cry""",Lesley Gore,Lesley Gore
73,"""Tie Me Kangaroo Down, Sport""",Rolf Harris,Rolf Harris
74,"""Fools Rush In""",Rick Nelson,Rick Nelson
75,"""Washington Square""",The Village Stompers,The Village Stompers
76,"""Donna the Prima Donna""",Dion,Dion
77,"""That Sunday, That Summer""",Nat King Cole,Nat King Cole
78,"""Another Saturday Night""",Sam Cooke,Sam Cooke
79,"""Painted, Tainted Rose""",Al Martino,Al Martino
80,"""Go Away Little Girl""",Steve Lawrence,Steve Lawrence
81,"""Take These Chains from My Heart""",Ray Charles,Ray Charles
82,"""Talk to Me""",Sunny & the Sunglows,Sunny & the Sunglows
83,"""Come and Get These Memories""",Martha and the Vandellas,Martha and the Vandellas
84,"""Do the Bird""",Dee Dee Sharp,Dee Dee Sharp
85,"""It's All Right""",The Impressions,The Impressions
86,"""Shut Down""",The Beach Boys,The Beach Boys
87,"""One Fine Day""",The Chiffons,The Chiffons
88,"""Little Town Flirt""",Del Shannon,Del Shannon
89,"""Fly Me to the Moon""",Joe Harnell,Joe Harnell
90,"""The Reverend Mr. Black""",The Kingston Trio,The Kingston Trio
91,"""Hot Pastrami""",The Dartells,The Dartells
92,"""Martian Hop""",The Ran-Dells,The Ran-Dells
93,"""Wonderful! Wonderful!""",The Tymes,The Tymes
94,"""Abilene""",George Hamilton IV,George Hamilton IV
95,"""Part Time Love""",Little Johnny Taylor,Little Johnny Taylor
96,"""Maria Elena""",Los Indios Tabajaras,Los Indios Tabajaras
97,"""Detroit City""",Bobby Bare,Bobby Bare
98,"""Twenty Miles""",Chubby Checker,Chubby Checker
99,"""Green, Green""",The New Christy Minstrels,The New Christy Minstrels
100,"""Hey Girl""",Freddie Scott,Freddie Scott
