Rank,Title,Artist(s),Artists Separately
34,"""Coward of the County""",Kenny Rogers,Kenny Rogers
35,"""Ladies' Night""",Kool & the Gang,Kool & the Gang
36,"""Too Hot""",Kool & the Gang,Kool & the Gang
37,"""Take Your Time (Do It Right)""",The S.O.S. Band,The S.O.S. Band
38,"""No More Tears (Enough Is Enough)""",Barbra Streisand & Donna Summer,Barbra Streisand;Donna Summer
39,"""More Love""",Kim Carnes,Kim Carnes
40,"""Pop Muzik""",M,M
41,"""Brass in Pocket""",The Pretenders,The Pretenders
42,"""Special Lady""","Ray, Goodman & Brown","Ray, Goodman & Brown"
43,"""Send One Your Love""",Stevie Wonder,Stevie Wonder
44,"""The Second Time Around""",Shalamar,Shalamar
45,"""We Don't Talk Anymore""",Cliff Richard,Cliff Richard
46,"""Stomp!""",The Brothers Johnson,The Brothers Johnson
47,"""Heartache Tonight""",Eagles,Eagles
48,"""Tired of Toein' the Line""",Rocky Burnette,Rocky Burnette
49,"""Better Love Next Time""",Dr. Hook,Dr. Hook
50,"""Him""",Rupert Holmes,Rupert Holmes
51,"""Against the Wind""",Bob Seger and the Silver Bullet Band,Bob Seger and the Silver Bullet Band
52,"""On the Radio""",Donna Summer,Donna Summer
53,"""Emotional Rescue""",The Rolling Stones,The Rolling Stones
54,"""Rise""",Herb Alpert,Herb Alpert
55,"""All Out of Love""",Air Supply,Air Supply
56,"""Cool Change""",Little River Band,Little River Band
57,"""You're Only Lonely""",J.D. Souther,J.D. Souther
58,"""Desire""",Andy Gibb,Andy Gibb
59,"""Let My Love Open the Door""",Pete Townshend,Pete Townshend
60,"""Romeo's Tune""",Steve Forbert,Steve Forbert
61,"""Daydream Believer""",Anne Murray,Anne Murray
62,"""I Can't Tell You Why""",Eagles,Eagles
63,"""Don't Let Go""",Isaac Hayes,Isaac Hayes
64,"""Don't Do Me Like That""",Tom Petty and the Heartbreakers,Tom Petty and the Heartbreakers
65,"""She's Out of My Life""",Michael Jackson,Michael Jackson
66,"""Fame""",Irene Cara,Irene Cara
67,"""Fire Lake""",Bob Seger and the Silver Bullet Band,Bob Seger and the Silver Bullet Band
68,"""How Do I Make You""",Linda Ronstadt,Linda Ronstadt
69,"""Into the Night""",Benny Mardones,Benny Mardones
70,"""Let Me Love You Tonight""",Pure Prairie League,Pure Prairie League
71,"""Misunderstanding""",Genesis,Genesis
72,"""An American Dream""",The Dirt Band,The Dirt Band
73,"""One Fine Day""",Carole King,Carole King
74,"""Dim All the Lights""",Donna Summer,Donna Summer
75,"""You May Be Right""",Billy Joel,Billy Joel
76,"""Should've Never Let You Go""",Neil & Dara Sedaka,Neil
77,"""Pilot of the Airwaves""",Charlie Dore,Charlie Dore
78,"""Hurt So Bad""",Linda Ronstadt,Linda Ronstadt
79,"""Off the Wall""",Michael Jackson,Michael Jackson
80,"""I Pledge My Love""",Peaches & Herb,Peaches & Herb
81,"""The Long Run""",Eagles,Eagles
82,"""Stand by Me""",Mickey Gilley,Mickey Gilley
83,"""Heartbreaker""",Pat Benatar,Pat Benatar
84,"""Déjà Vu""",Dionne Warwick,Dionne Warwick
85,"""Drivin' My Life Away""",Eddie Rabbitt,Eddie Rabbitt
86,"""Take the Long Way Home""",Supertramp,Supertramp
87,"""Sara""",Fleetwood Mac,Fleetwood Mac
88,"""Wait for Me""",Hall & Oates,Hall & Oates
89,"""Jojo""",Boz Scaggs,Boz Scaggs
90,"""September Morn""",Neil Diamond,Neil Diamond
91,"""Give Me the Night""",George Benson,George Benson
92,"""Broken Hearted Me""",Anne Murray,Anne Murray
93,"""You Decorated My Life""",Kenny Rogers,Kenny Rogers
94,"""Tusk""",Fleetwood Mac,Fleetwood Mac
95,"""I Wanna Be Your Lover""",Prince,Prince
96,"""In America""",Charlie Daniels Band,Charlie Daniels Band
97,"""Breakdown Dead Ahead""",Boz Scaggs,Boz Scaggs
98,"""Ships""",Barry Manilow,Barry Manilow
99,"""All Night Long""",Joe Walsh,Joe Walsh
100,"""Refugee""",Tom Petty and the Heartbreakers,Tom Petty and the Heartbreakers
