Rank,Title,Artist(s),Artists Separately
53,"""Do You Remember?""",Phil Collins,Phil Collins
54,"""Ready or Not""",After 7,After 7
55,"""U Can't Touch This""",MC Hammer,MC Hammer
56,"""I Wish It Would Rain Down""",Phil Collins,Phil Collins
57,"""Just Between You and Me""",Lou Gramm,Lou Gramm
58,"""Something Happened on the Way to Heaven""",Phil Collins,Phil Collins
59,"""Black Cat""",Janet Jackson,Janet Jackson
60,"""Can't Stop""",After 7,After 7
61,"""Janie's Got a Gun""",Aerosmith,Aerosmith
62,"""The Humpty Dance""",Digital Underground,Digital Underground
63,"""I'll Be Your Shelter""",Taylor Dayne,Taylor Dayne
64,"""Free Fallin'""",Tom Petty,Tom Petty
65,"""Giving You the Benefit""",Pebbles,Pebbles
66,"""Enjoy the Silence""",Depeche Mode,Depeche Mode
67,"""Love Song""",Tesla,Tesla
68,"""Price of Love""",Bad English,Bad English
69,"""Girls Nite Out""",Tyler Collins,Tyler Collins
70,"""King of Wishful Thinking""",Go West,Go West
71,"""What Kind of Man Would I Be?""",Chicago,Chicago
72,"""I Remember You""",Skid Row,Skid Row
73,"""Get Up! (Before the Night Is Over)""",Technotronic featuring Ya Kid K,Technotronic;Ya Kid K
74,"""Here We Are""",Gloria Estefan,Gloria Estefan
75,"""Epic""",Faith No More,Faith No More
76,"""Love Takes Time""",Mariah Carey,Mariah Carey
77,"""Just Like Jesse James""",Cher,Cher
78,"""Love Shack""",The B-52's,The B-52's
79,"""All or Nothing""",Milli Vanilli,Milli Vanilli
80,"""Romeo""",Dino,Dino
81,"""Everybody Everybody""",Black Box,Black Box
82,"""I Go to Extremes""",Billy Joel,Billy Joel
83,"""Whip Appeal""",Babyface,Babyface
84,"""Oh Girl""",Paul Young,Paul Young
85,"""C'mon and Get My Love""",D Mob with Cathy Dennis,D Mob;Cathy Dennis
86,"""(It's Just) The Way That You Love Me""",Paula Abdul,Paula Abdul
87,"""We Can't Go Wrong""",The Cover Girls,The Cover Girls
88,"""When I'm Back on My Feet Again""",Michael Bolton,Michael Bolton
89,"""Make You Sweat""",Keith Sweat,Keith Sweat
90,"""This One's for the Children""",New Kids on the Block,New Kids on the Block
91,"""What It Takes""",Aerosmith,Aerosmith
92,"""Forever""",Kiss,Kiss
93,"""Jerk Out""",The Time,The Time
94,"""Just a Friend""",Biz Markie,Biz Markie
95,"""Whole Wide World""",A'Me Lorain,A'Me Lorain
96,"""Without You""",Mötley Crüe,Mötley Crüe
97,"""Swing the Mood""",Jive Bunny and the Mastermixers,Jive Bunny and the Mastermixers
98,"""Thieves in the Temple""",Prince,Prince
99,"""Mentirosa""",Mellow Man Ace,Mellow Man Ace
100,"""Tic-Tac-Toe""",Kyper,Kyper
