Rank,Title,Artist(s),Artists Separately
85,"""Hall of Fame""",The Script featuring will.i.am,The Script;will.i.am
86,"""Let Me Love You (Until You Learn to Love Yourself)""",Ne-Yo,Ne-Yo
87,"""U.O.E.N.O.""",Rocko featuring Future and Rick Ross,Rocko;Future;Rick Ross
88,"""Next to Me""",Emeli Sandé,Emeli Sandé
89,"""Mama's Broken Heart""",Miranda Lambert,Miranda Lambert
90,"""It Goes Like This""",Thomas Rhett,Thomas Rhett
91,"""Bugatti""",Ace Hood featuring Future and Rick Ross,Ace Hood;Future;Rick Ross
92,"""Wanted""",Hunter Hayes,Hunter Hayes
93,"""Downtown""",Lady Antebellum,Lady Antebellum
94,"""Get Your Shine On""",Florida Georgia Line,Florida Georgia Line
95,"""#thatPower""",will.i.am featuring Justin Bieber,will.i.am;Justin Bieber
96,"""Brave""",Sara Bareilles,Sara Bareilles
97,"""Let Her Go""",Passenger,Passenger
98,"""Runnin' Outta Moonlight""",Randy Houser,Randy Houser
99,"""I'm Different""",2 Chainz,2 Chainz
100,"""Still Into You""",Paramore,Paramore
