Rank,Title,Artist(s),Artists Separately
37,"""Walk On By""",Dionne Warwick,Dionne Warwick
38,"""The House of the Rising Sun""",The Animals,The Animals
39,"""G.T.O.""",Ronny & the Daytonas,Ronny & the Daytonas
40,"""Twist and Shout""",The Beatles,The Beatles
41,"""Memphis""",Johnny Rivers,Johnny Rivers
42,"""White on White""",Danny Williams,Danny Williams
43,"""Hey Little Cobra""",The Rip Chords,The Rip Chords
44,"""The Shoop Shoop Song (It's in His Kiss)""",Betty Everett,Betty Everett
45,"""Bits and Pieces""",The Dave Clark Five,The Dave Clark Five
46,"""My Boy Lollipop""",Millie Small,Millie Small
47,"""Um, Um, Um, Um, Um, Um""",Major Lance,Major Lance
48,"""The Little Old Lady from Pasadena""",Jan and Dean,Jan and Dean
49,"""Don't Let the Sun Catch You Crying""",Gerry and the Pacemakers,Gerry and the Pacemakers
50,"""A Summer Song""",Chad & Jeremy,Chad & Jeremy
51,"""The Girl from Ipanema""",Stan Getz & Astrud Gilberto,Stan Getz;Astrud Gilberto
52,"""Can't Buy Me Love""",The Beatles,The Beatles
53,"""Remember (Walking in the Sand)""",The Shangri-Las,The Shangri-Las
54,"""C'mon and Swim""",Bobby Freeman,Bobby Freeman
55,"""Do You Want to Know a Secret""",The Beatles,The Beatles
56,"""Keep On Pushing""",The Impressions,The Impressions
57,"""Baby I Need Your Loving""",The Four Tops,The Four Tops
58,"""Navy Blue""",Diane Renay,Diane Renay
59,"""Diane""",The Bachelors,The Bachelors
60,"""Out of Limits""",The Marketts,The Marketts
61,"""Little Honda""",The Hondells,The Hondells
62,"""Chug-a-Lug""",Roger Miller,Roger Miller
63,"""See the Funny Little Clown""",Bobby Goldsboro,Bobby Goldsboro
64,"""Because""",The Dave Clark Five,The Dave Clark Five
65,"""(Just Like) Romeo and Juliet""",The Reflections,The Reflections
66,"""For You""",Rick Nelson,Rick Nelson
67,"""Today""",The New Christy Minstrels,The New Christy Minstrels
68,"""Can't You See That She's Mine""",The Dave Clark Five,The Dave Clark Five
69,"""Leader of the Pack""",The Shangri-Las,The Shangri-Las
70,"""Funny How Time Slips Away""",Joe Hinton,Joe Hinton
71,"""The Way You Do the Things You Do""",The Temptations,The Temptations
72,"""Anyone Who Had a Heart""",Dionne Warwick,Dionne Warwick
73,"""I Love You More and More Every Day""",Al Martino,Al Martino
74,"""It's Over""",Roy Orbison,Roy Orbison
75,"""Ronnie""",The Four Seasons,The Four Seasons
76,"""Surfin' Bird""",The Trashmen,The Trashmen
77,"""What Kind of Fool (Do You Think I Am)""",The Tams,The Tams
78,"""The Door Is Still Open to My Heart""",Dean Martin,Dean Martin
79,"""You Really Got Me""",The Kinks,The Kinks
80,"""The Shelter of Your Arms""",Sammy Davis Jr.,Sammy Davis Jr.
81,"""I'm So Proud""",The Impressions,The Impressions
82,"""I Wanna Love Him So Bad""",The Jelly Beans,The Jelly Beans
83,"""Dang Me""",Roger Miller,Roger Miller
84,"""Cotton Candy""",Al Hirt,Al Hirt
85,"""(You Don't Know) How Glad I Am""",Nancy Wilson,Nancy Wilson
86,"""Money (That's What I Want)""",The Kingsmen,The Kingsmen
87,"""Don't Throw Your Love Away""",The Searchers,The Searchers
88,"""Hi-Heel Sneakers""",Tommy Tucker,Tommy Tucker
89,"""How Do You Do It?""",Gerry and the Pacemakers,Gerry and the Pacemakers
90,"""Walk, Don't Run '64""",The Ventures,The Ventures
91,"""Do You Love Me""",The Dave Clark Five,The Dave Clark Five
92,"""Shangri-La""",Robert Maxwell,Robert Maxwell
93,"""Haunted House""",Jumpin' Gene Simmons,Jumpin' Gene Simmons
94,"""Steal Away""",Jimmy Hughes,Jimmy Hughes
95,"""I Saw Her Standing There""",The Beatles,The Beatles
96,"""A Fool Never Learns""",Andy Williams,Andy Williams
97,"""Bad to Me""",Billy J. Kramer & The Dakotas,Billy J. Kramer;The Dakotas
98,"""There! I've Said It Again""",Bobby Vinton,Bobby Vinton
99,"""Louie Louie""",The Kingsmen,The Kingsmen
100,"""Needles and Pins""",The Searchers,The Searchers
