Rank,Title,Artist(s),Artists Separately
71,"""Typical Male""",Tina Turner,Tina Turner
72,"""Small Town""",John Cougar Mellencamp,John Cougar Mellencamp
73,"""Tarzan Boy""",Baltimora,Baltimora
74,"""All I Need Is a Miracle""",Mike + The Mechanics,Mike + The Mechanics
75,"""Sweet Freedom""",Michael McDonald,Michael McDonald
76,"""True Blue""",Madonna,Madonna
77,"""Rumors""",Timex Social Club,Timex Social Club
78,"""Life in a Northern Town""",Dream Academy,Dream Academy
79,"""Bad Boy""",Miami Sound Machine,Miami Sound Machine
80,"""Sleeping Bag""",ZZ Top,ZZ Top
81,"""Tonight She Comes""",The Cars,The Cars
82,"""Love Touch""",Rod Stewart,Rod Stewart
83,"""A Love Bizarre""",Sheila E.,Sheila E.
84,"""Throwing It All Away""",Genesis,Genesis
85,"""Baby Love""",Regina,Regina
86,"""Election Day""",Arcadia,Arcadia
87,"""Nikita""",Elton John,Elton John
88,"""Take Me Home""",Phil Collins,Phil Collins
89,"""Walk This Way""",Run–D.M.C. featuring Aerosmith,Run–D.M.C.;Aerosmith
90,"""Sweet Love""",Anita Baker,Anita Baker
91,"""Your Wildest Dreams""",Moody Blues,Moody Blues
92,"""Spies Like Us""",Paul McCartney,Paul McCartney
93,"""Object of My Desire""",Starpoint,Starpoint
94,"""Dreamtime""",Daryl Hall,Daryl Hall
95,"""Tender Love""",Force MDs,Force MDs
96,"""King for a Day""",Thompson Twins,Thompson Twins
97,"""Love Will Conquer All""",Lionel Richie,Lionel Richie
98,"""A Different Corner""",George Michael,George Michael
99,"""I'll Be Over You""",Toto,Toto
100,"""Go Home""",Stevie Wonder,Stevie Wonder
