Rank,Title,Artist(s),Artists Separately
68,"""Ho Hey""",The Lumineers,The Lumineers
69,"""Paradise""",Coldplay,Coldplay
70,"""Blown Away""",Carrie Underwood,Carrie Underwood
71,"""Rolling in the Deep""",Adele,Adele
72,"""Climax""",Usher,Usher
73,"""Work Hard, Play Hard""",Wiz Khalifa,Wiz Khalifa
74,"""Let Me Love You (Until You Learn to Love Yourself)""",Ne-Yo,Ne-Yo
75,"""Pound the Alarm""",Nicki Minaj,Nicki Minaj
76,"""Come Over""",Kenny Chesney,Kenny Chesney
77,"""Heart Attack""",Trey Songz,Trey Songz
78,"""Drank in My Cup""",Kirko Bangz,Kirko Bangz
79,"""Birthday Cake""",Rihanna featuring Chris Brown,Rihanna;Chris Brown
80,"""So Good""",B.o.B,B.o.B
81,"""50 Ways to Say Goodbye""",Train,Train
82,"""Red Solo Cup""",Toby Keith,Toby Keith
83,"""Love You like a Love Song""",Selena Gomez & the Scene,Selena Gomez & the Scene
84,"""Turn Up the Music""",Chris Brown,Chris Brown
85,"""Die Young""",Kesha,Kesha
86,"""5 O'Clock""",T-Pain featuring Wiz Khalifa and Lily Allen,T-Pain;Wiz Khalifa;Lily Allen
87,"""A Thousand Years""",Christina Perri,Christina Perri
88,"""Take a Little Ride""",Jason Aldean,Jason Aldean
89,"""You da One""",Rihanna,Rihanna
90,"""We Run the Night""",Havana Brown featuring Pitbull,Havana Brown;Pitbull
91,"""It's Time""",Imagine Dragons,Imagine Dragons
92,"""Cashin' Out""",Cash Out,Cash Out
93,"""I Don't Want This Night to End""",Luke Bryan,Luke Bryan
94,"""Diamonds""",Rihanna,Rihanna
95,"""Hard to Love""",Lee Brice,Lee Brice
96,"""Somethin' 'Bout a Truck""",Kip Moore,Kip Moore
97,"""Adorn""",Miguel,Miguel
98,"""Fly Over States""",Jason Aldean,Jason Aldean
99,"""Even If It Breaks Your Heart""",Eli Young Band,Eli Young Band
100,"""Burn It Down""",Linkin Park,Linkin Park
