Rank,Title,Artist(s),Artists Separately
78,"""Oh How Happy""",The Shades of Blue,The Shades of Blue
79,"""Woman""",Peter and Gordon,Peter and Gordon
80,"""You Baby""",The Turtles,The Turtles
81,"""Sweet Talkin' Guy""",The Chiffons,The Chiffons
82,"""Five O'Clock World""",The Vogues,The Vogues
83,"""Black Is Black""",Los Bravos,Los Bravos
84,"""Nowhere Man""",The Beatles,The Beatles
85,"""Dandy""",Herman's Hermits,Herman's Hermits
86,"""Baby Scratch My Back""",Slim Harpo,Slim Harpo
87,"""She's Just My Style""",Gary Lewis & The Playboys,Gary Lewis & The Playboys
88,"""The More I See You""",Chris Montez,Chris Montez
89,"""I Fought the Law""",Bobby Fuller Four,Bobby Fuller Four
90,"""Yellow Submarine""",The Beatles,The Beatles
91,"""Hungry""",Paul Revere & the Raiders,Paul Revere & the Raiders
92,"""Zorba the Greek""",Herb Alpert and the Tijuana Brass,Herb Alpert and the Tijuana Brass
93,"""Shapes of Things""",The Yardbirds,The Yardbirds
94,"""Along Comes Mary""",The Association,The Association
95,"""634-5789 (Soulsville, U.S.A.)""",Wilson Pickett,Wilson Pickett
96,"""Devil with a Blue Dress On/Good Golly Miss Molly""",Mitch Ryder & the Detroit Wheels,Mitch Ryder & the Detroit Wheels
97,"""Wouldn't It Be Nice""",The Beach Boys,The Beach Boys
98,"""This Old Heart of Mine""",The Isley Brothers,The Isley Brothers
99,"""Green Grass""",Gary Lewis & The Playboys,Gary Lewis & The Playboys
100,"""A Well Respected Man""",The Kinks,The Kinks
