Rank,Title,Artist(s),Artists Separately
75,"""Big Time""",Peter Gabriel,Peter Gabriel
76,"""The Finer Things""",Steve Winwood,Steve Winwood
77,"""Let Me Be the One""",Exposé,Exposé
78,"""Is This Love""",Survivor,Survivor
79,"""Diamonds""",Herb Alpert,Herb Alpert
80,"""Point of No Return""",Exposé,Exposé
81,"""Big Love""",Fleetwood Mac,Fleetwood Mac
82,"""Midnight Blue""",Lou Gramm,Lou Gramm
83,"""Something So Strong""",Crowded House,Crowded House
84,"""Heat of the Night""",Bryan Adams,Bryan Adams
85,"""Nothing's Gonna Change My Love for You""",Glenn Medeiros,Glenn Medeiros
86,"""Brilliant Disguise""",Bruce Springsteen,Bruce Springsteen
87,"""Just to See Her""",Smokey Robinson,Smokey Robinson
88,"""Who Will You Run To""",Heart,Heart
89,"""Respect Yourself""",Bruce Willis,Bruce Willis
90,"""Cross My Broken Heart""",The Jets,The Jets
91,"""Victory""",Kool & the Gang,Kool & the Gang
92,"""Don't Get Me Wrong""",The Pretenders,The Pretenders
93,"""Doing It All for My Baby""",Huey Lewis and the News,Huey Lewis and the News
94,"""Right on Track""",Breakfast Club,Breakfast Club
95,"""Ballerina Girl""",Lionel Richie,Lionel Richie
96,"""Meet Me Half Way""",Kenny Loggins,Kenny Loggins
97,"""I've Been in Love Before""",Cutting Crew,Cutting Crew
98,"""(You Gotta) Fight for Your Right (To Party!)""",Beastie Boys,Beastie Boys
99,"""Funkytown""",Pseudo Echo,Pseudo Echo
100,"""Love You Down""",Ready for the World,Ready for the World
