Rank,Title,Artist(s),Artists Separately
67,"""Now That We Found Love""",Heavy D & the Boyz,Heavy D & the Boyz
68,"""Show Me the Way""",Styx,Styx
69,"""Love Takes Time""",Mariah Carey,Mariah Carey
70,"""Cry for Help""",Rick Astley,Rick Astley
71,"""The Way You Do the Things You Do""",UB40,UB40
72,"""Here I Am (Come and Take Me)""",UB40,UB40
73,"""Signs""",Tesla,Tesla
74,"""Too Many Walls""",Cathy Dennis,Cathy Dennis
75,"""Crazy""",Seal,Seal
76,"""I'll Give All My Love to You""",Keith Sweat,Keith Sweat
77,"""Place in this World""",Michael W. Smith,Michael W. Smith
78,"""Something to Believe In""",Poison,Poison
79,"""Wicked Game""",Chris Isaak,Chris Isaak
80,"""Get Here""",Oleta Adams,Oleta Adams
81,"""Round and Round""",Tevin Campbell,Tevin Campbell
82,"""Silent Lucidity""",Queensrÿche,Queensrÿche
83,"""I'm Not in Love""",Will to Power,Will to Power
84,"""Piece of My Heart""",Tara Kemp,Tara Kemp
85,"""Real Real Real""",Jesus Jones,Jesus Jones
86,"""Everybody Plays the Fool""",Aaron Neville,Aaron Neville
87,"""Just Another Dream""",Cathy Dennis,Cathy Dennis
88,"""Strike It Up""",Black Box,Black Box
89,"""Rico Suave""",Gerardo,Gerardo
90,"""Disappear""",INXS,INXS
91,"""Groove Is in the Heart""",Deee-Lite,Deee-Lite
92,"""All This Time""",Sting,Sting
93,"""The One and Only""",Chesney Hawkes,Chesney Hawkes
94,"""O.P.P.""",Naughty by Nature,Naughty by Nature
95,"""Freedom! '90""",George Michael,George Michael
96,"""I Saw Red""",Warrant,Warrant
97,"""Miles Away""",Winger,Winger
98,"""Do You Want Me""",Salt-n-Pepa,Salt-n-Pepa
99,"""The Motown Song""",Rod Stewart,Rod Stewart
100,"""Shiny Happy People""",R.E.M.,R.E.M.
