Rank,Title,Artist(s),Artists Separately
46,"""I'm Doin' Fine Now""",New York City,New York City
47,"""Could It Be I'm Falling in Love""",The Spinners,The Spinners
48,"""Daniel""",Elton John,Elton John
49,"""Midnight Train to Georgia""",Gladys Knight & the Pips,Gladys Knight & the Pips
50,"""Smoke on the Water""",Deep Purple,Deep Purple
51,"""The Cover of the Rolling Stone""",Dr. Hook & The Medicine Show,Dr. Hook & The Medicine Show
52,"""Behind Closed Doors""",Charlie Rich,Charlie Rich
53,"""Your Mama Don't Dance""",Loggins and Messina,Loggins and Messina
54,"""Feelin' Stronger Every Day""",Chicago,Chicago
55,"""The Cisco Kid""",War,War
56,"""Live and Let Die""",Paul McCartney & Wings,Paul McCartney & Wings
57,"""Oh Babe, What Would You Say?""",Hurricane Smith,Hurricane Smith
58,"""I Believe in You (You Believe in Me)""",Johnnie Taylor,Johnnie Taylor
59,"""Sing""",The Carpenters,The Carpenters
60,"""Ain't No Woman (Like the One I've Got)""",The Four Tops,The Four Tops
61,"""Dueling Banjos""",Eric Weissberg & Steve Mandell,Eric Weissberg;Steve Mandell
62,"""Higher Ground""",Stevie Wonder,Stevie Wonder
63,"""Here I Am (Come and Take Me)""",Al Green,Al Green
64,"""My Maria""",B.W. Stevenson,B.W. Stevenson
65,"""Superfly""",Curtis Mayfield,Curtis Mayfield
66,"""Last Song""",Edward Bear,Edward Bear
67,"""Get Down""",Gilbert O'Sullivan,Gilbert O'Sullivan
68,"""Reelin' in the Years""",Steely Dan,Steely Dan
69,"""Hocus Pocus""",Focus,Focus
70,"""Yesterday Once More""",The Carpenters,The Carpenters
71,"""Boogie Woogie Bugle Boy""",Bette Midler,Bette Midler
72,"""Clair""",Gilbert O'Sullivan,Gilbert O'Sullivan
73,"""Do It Again""",Steely Dan,Steely Dan
74,"""Kodachrome""",Paul Simon,Paul Simon
75,"""Why Can't We Live Together""",Timmy Thomas,Timmy Thomas
76,"""Do You Wanna Dance?""",Bette Midler,Bette Midler
77,"""So Very Hard to Go""",Tower of Power,Tower of Power
78,"""Rockin' Pneumonia and the Boogie Woogie Flu""",Johnny Rivers,Johnny Rivers
79,"""Ramblin' Man""",The Allman Brothers Band,The Allman Brothers Band
80,"""Masterpiece""",The Temptations,The Temptations
81,"""Peaceful""",Helen Reddy,Helen Reddy
82,"""One of a Kind (Love Affair)""",The Spinners,The Spinners
83,"""Funny Face""",Donna Fargo,Donna Fargo
84,"""Funky Worm""",Ohio Players,Ohio Players
85,"""Angie""",The Rolling Stones,The Rolling Stones
86,"""Jambalaya (On the Bayou)""",Blue Ridge Rangers,Blue Ridge Rangers
87,"""Don't Expect Me to Be Your Friend""",Lobo,Lobo
88,"""Break Up to Make Up""",The Stylistics,The Stylistics
89,"""Daisy a Day""",Jud Strunk,Jud Strunk
90,"""Also Sprach Zarathustra (2001)""",Deodato,Deodato
91,"""Stir It Up""",Johnny Nash,Johnny Nash
92,"""Money""",Pink Floyd,Pink Floyd
93,"""Gypsy Man""",War,War
94,"""The World Is a Ghetto""",War,War
95,"""Yes We Can Can""",The Pointer Sisters,The Pointer Sisters
96,"""Free Ride""",The Edgar Winter Group,The Edgar Winter Group
97,"""Space Oddity""",David Bowie,David Bowie
98,"""It Never Rains in Southern California""",Albert Hammond,Albert Hammond
99,"""The Twelfth of Never""",Donny Osmond,Donny Osmond
100,"""Papa Was a Rollin' Stone""",The Temptations,The Temptations
